@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N 40-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 40-weka.filters.MultiFilter-Fweka.filters.supervised.attribute.AttributeSelection -E \"weka.attributeSelection.CfsSubsetEval \" -S \"weka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N 40\"-Fweka.filters.supervised.attribute.AttributeSelection -E \"weka.attributeSelection.ChiSquaredAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 40\"'

@attribute F0finEnv_sma_quartile2 numeric
@attribute F0finEnv_sma_amean numeric
@attribute F0finEnv_sma_quartile1 numeric
@attribute F0final_sma_quartile2 numeric
@attribute F0final_sma_amean numeric
@attribute F0final_sma_quartile3 numeric
@attribute F0finEnv_sma_quartile3 numeric
@attribute F0final_sma_quartile1 numeric
@attribute F0finEnv_sma_linregc2 numeric
@attribute F0finEnv_sma_percentile99.0 numeric
@attribute voicingFinalUnclipped_sma_percentile99.0 numeric
@attribute voicingFinalUnclipped_sma_pctlrange0-1 numeric
@attribute mfcc_sma[11]_amean numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute mfcc_sma[11]_percentile99.0 numeric
@attribute mfcc_sma[14]_quartile1 numeric
@attribute lspFreq_sma_de[5]_linregerrA numeric
@attribute mfcc_sma[12]_amean numeric
@attribute mfcc_sma[12]_linregc2 numeric
@attribute mfcc_sma[12]_quartile1 numeric
@attribute mfcc_sma[11]_percentile1.0 numeric
@attribute lspFreq_sma[7]_quartile2 numeric
@attribute lspFreq_sma[7]_quartile1 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute lspFreq_sma_de[4]_percentile99.0 numeric
@attribute F0finEnv_sma_de_linregc1 numeric
@attribute lspFreq_sma_de[5]_pctlrange0-1 numeric
@attribute mfcc_sma[12]_percentile1.0 numeric
@attribute mfcc_sma[12]_percentile99.0 numeric
@attribute lspFreq_sma[4]_skewness numeric
@attribute mfcc_sma[2]_iqr1-2 numeric
@attribute voicingFinalUnclipped_sma_quartile2 numeric
@attribute mfcc_sma[5]_linregerrA numeric
@attribute mfcc_sma[2]_pctlrange0-1 numeric
@attribute lspFreq_sma[6]_skewness numeric
@attribute mfcc_sma[10]_quartile3 numeric
@attribute mfcc_sma[10]_amean numeric
@attribute jitterDDP_sma_de_linregc1 numeric
@attribute mfcc_sma[13]_percentile99.0 numeric
@attribute mfcc_sma_de[9]_percentile99.0 numeric
@attribute gender {m,f}

@data
227.7389,229.4613,208.0446,222.9779,202.2025,258.602,242.1313,160.551,250.3817,270.8909,0.824947,0.824947,-7.48291,-17.24744,20.83343,-15.62696,0.015459,-6.669789,-12.73672,-12.75763,-35.09023,2.309929,2.279637,2.30054,0.059255,-0.00863,0.093507,-26.39054,14.77924,-0.079911,11.10801,0.677288,13.18471,48.45544,-1.352144,5.710243,-5.031057,-0.000002,11.94803,6.747882,f
117.3246,114.4914,113.2422,114.0199,95.81842,118.8502,117.3246,79.61278,108.2651,119.1475,0.728265,0.728265,4.543574,4.378954,25.98626,-7.001349,0.02488,-8.225506,-13.21322,-15.48362,-17.35161,2.287858,2.246145,2.284162,0.075727,-0.005257,0.155729,-33.01625,12.1426,2.030123,7.71273,0.570843,7.117999,42.06049,-0.166203,28.20442,18.49489,-0.000075,31.12919,8.026566,m
113.4083,109.5335,113.4083,106.1827,91.03201,116.9218,114.7017,70.63272,94.44106,124.7751,0.742124,0.742124,-0.130546,-5.437988,21.82901,-13.10645,0.026173,-14.24649,-16.91335,-22.36246,-26.09457,2.292145,2.25685,2.287577,0.051991,-0.007058,0.162818,-40.47833,8.202766,0.272666,9.321497,0.653779,10.03247,42.40933,-0.095532,21.32677,14.51467,0.000009,31.9137,9.49205,m
249.771,246.8363,239.1321,235.9866,205.3917,252.288,261.4055,169.2155,236.382,274.3423,0.834136,0.834136,-13.60328,-27.13538,19.15209,-12.28018,0.022828,-4.252849,-7.312419,-11.81788,-58.59865,2.282681,2.243422,2.270995,0.088241,-0.01344,0.144709,-25.92591,18.8789,0.954033,9.750407,0.695893,12.93335,50.86682,-0.986314,6.438814,-1.333653,-0.000003,17.92867,9.381874,f
248.8787,236.2838,239.72,249.2811,224.5778,269.1261,263.4154,189.467,182.8184,293.8812,0.825092,0.811842,-13.49304,-10.06623,17.4636,-10.08243,0.021293,-8.249761,-8.080853,-14.01043,-44.40052,2.309466,2.283386,2.305751,0.064124,-0.015435,0.128578,-30.89171,8.773277,0.42603,11.22114,0.719707,14.10002,55.26897,-0.370392,11.16734,1.398255,-0.000001,15.5179,6.801671,f
195.0235,196.8246,172.1944,197.7698,196.6311,222.2312,213.7252,174.144,187.6441,269.2987,0.857828,0.857828,-11.64108,-14.71873,14.95217,-2.535972,0.013293,6.093447,10.15716,-3.035728,-32.46246,2.298266,2.263094,2.287608,0.064511,-0.008396,0.100004,-24.1914,36.61223,-0.154436,7.484413,0.800068,11.7253,46.61757,-0.435929,3.047601,-5.635688,0,12.88848,7.697099,f
183.3516,183.1308,161.2842,179.1155,171.4407,203.4731,210.0906,151.9905,205.5025,308.3731,0.871163,0.681866,-7.677708,-13.68859,35.03843,-6.242102,0.022171,11.83185,9.575623,2.26608,-38.04155,2.273128,2.222363,2.26115,0.078639,-0.017689,0.143465,-10.26426,49.3534,0.009332,18.60313,0.787938,18.85603,112.524,-1.607141,13.31256,1.662465,-0.000001,18.58871,7.975451,f
106.7116,103.735,97.8554,102.6333,97.04769,112.0644,110.1705,95.56955,103.6008,121.6549,0.769986,0.769986,-6.89402,-10.13181,18.24061,3.758713,0.034606,6.371588,-0.390178,-1.824674,-44.36958,2.277874,2.17742,2.251324,0.139189,-0.000888,0.246532,-19.53192,46.22734,0.769393,9.293076,0.722915,16.09564,81.13731,0.047132,24.8975,13.42361,0.000002,22.98849,9.250218,m
104.955,101.4242,96.27246,103.5346,93.69011,112.2878,109.8032,88.01907,97.18764,122.1012,0.769691,0.769691,-3.926433,-5.978335,23.08909,-0.945812,0.032769,3.764961,9.024163,-7.002181,-31.22663,2.265267,2.172469,2.247896,0.111241,-0.007666,0.252067,-32.48006,32.83834,0.999171,13.10319,0.717586,15.74853,87.59222,-0.454199,32.1138,20.84312,-0.000003,17.99954,11.77779,m
0,13.17554,0,262.7651,219.2716,263.0547,0,197.3951,-23.94979,263.4363,0.755051,0.533363,-2.035115,7.140002,13.62184,-8.317049,0.025765,6.116742,7.134869,2.929483,-32.06422,2.270751,2.191092,2.272925,0.089544,0.142295,0.155067,-4.822091,16.79394,-0.658908,13.09325,0.487203,10.98249,52.44848,-0.373399,11.0867,3.194558,-0.000194,28.5318,5.324557,f
0,0,0,0,0,0,0,0,0,0,0.669287,0.669287,0.799057,0.886092,16.13655,-3.732392,0.022176,7.771489,10.77397,3.147577,-30.60917,2.330835,2.273145,2.328512,0.050936,0,0.12266,-13.25369,25.62682,-0.177659,10.25523,0.439801,14.51983,48.07016,-0.751124,8.063978,2.344599,0,22.47919,5.327223,f
94.84896,96.12762,92.83749,93.04961,83.73537,104.4766,102.3575,63.67336,90.29385,114.276,0.762052,0.762052,1.852714,1.824068,22.31056,-0.636264,0.028648,-4.250875,-2.366267,-11.73638,-15.75156,2.281423,2.233625,2.270299,0.079627,-0.005751,0.212145,-27.9029,16.09725,0.79731,7.721231,0.473952,8.68315,40.0529,-0.244058,14.89302,9.310493,0,18.89657,7.874216,m
100.4444,99.14581,96.73773,98.03787,87.68483,100.9765,102.7019,89.75886,90.98489,107.3753,0.744868,0.744868,4.27628,1.277501,27.68885,-2.678072,0.026029,-4.959661,2.349384,-12.59376,-21.76115,2.286005,2.250863,2.284173,0.10821,-0.006556,0.194643,-34.74117,14.87439,0.490627,5.169841,0.566267,10.55277,42.1782,0.374863,17.56739,6.412926,-0.000005,33.05923,7.494367,m
115.2377,118.4866,100.3405,107.5232,109.2171,141.1366,140.9294,94.61797,102.3526,166.4147,0.78313,0.708788,5.392222,6.049067,27.54646,-1.054365,0.02479,-0.882911,-5.282123,-8.515376,-9.277678,2.250853,2.170144,2.231714,0.080309,-0.005897,0.150644,-23.58482,20.46732,0.629041,7.217967,0.707567,9.877733,52.97614,-0.055007,10.22793,1.522008,-0.000003,14.97405,7.310984,m
134.1597,137.3425,124.5535,124.8666,115.8052,137.4661,144.3372,92.08979,149.3458,181.0074,0.790768,0.695589,4.76408,3.017724,19.38212,0.052527,0.031845,-8.342159,-8.390161,-14.45769,-8.871881,2.266167,2.221104,2.255555,0.080499,-0.006505,0.217711,-26.08163,20.63731,0.458267,7.903228,0.706585,10.45603,49.23988,-0.869648,7.573164,2.230647,-0.000003,19.85577,6.218324,m
122.0499,131.1296,115.9903,116.4445,110.0437,134.0494,139.2768,76.8131,149.1799,218.2554,0.763744,0.763744,9.586923,5.379759,31.27097,-2.416333,0.022992,-6.657748,-14.43132,-14.45302,-18.94324,2.279826,2.24469,2.281862,0.095067,-0.004063,0.152403,-31.18795,15.13216,0.412088,8.391839,0.444512,10.25832,57.91687,-0.363082,12.64045,3.555159,-0.000011,22.2545,9.395976,m
133.7976,136.4169,126.5084,136.4159,126.4443,145.4388,143.7341,117.2148,139.2733,197.5707,0.801208,0.801208,11.75249,9.41185,39.56267,-2.843004,0.029127,-11.89268,-8.811772,-23.91507,-14.60052,2.282896,2.218079,2.274038,0.078764,-0.009735,0.173015,-39.5727,19.92267,0.410922,7.098561,0.471823,11.26827,55.69072,-0.068478,8.199353,0.524113,-0.000007,31.17255,7.83193,m
129.4344,126.0631,121.8388,119.5675,102.5694,132.2393,130.5309,68.25287,115.5524,156.6768,0.748678,0.748678,4.300926,3.988207,24.12531,-11.20733,0.027027,-5.343997,-10.29615,-14.90631,-22.7435,2.295058,2.259982,2.289151,0.094822,-0.008675,0.177975,-44.68275,22.30298,0.581946,4.266552,0.455423,10.83048,49.56765,-0.40313,15.63397,9.937757,-0.000011,24.59998,6.713168,m
131.372,129.8244,117.2899,120.8381,121.8009,155.3234,146.8825,96.42867,130.9106,189.2938,0.782645,0.782645,1.016285,-0.015201,23.14334,-9.780787,0.02892,-9.513293,-10.09604,-16.2924,-32.5503,2.294802,2.253729,2.283459,0.105966,-0.008537,0.192077,-34.90346,11.30941,0.473822,8.558666,0.681987,13.11786,51.86345,-0.775291,17.73296,10.10502,-0.000002,34.45155,10.26635,m
148.9604,162.526,148.9604,163.2291,157.9835,200.3558,181.1171,134.365,197.3994,233.1781,0.832936,0.832936,-5.750741,-15.2741,17.68555,-10.44932,0.021302,-1.834257,-9.516161,-13.59282,-30.61492,2.347426,2.294115,2.312755,0.07303,-0.015247,0.162982,-27.64903,30.30635,0.599832,10.75418,0.562314,12.65285,74.90755,-1.735964,15.73117,5.897294,-0.000005,26.58905,6.888757,f
187.3359,188.6115,173.8288,188.843,181.4055,203.8328,199.4326,176.3662,200.04,245.6763,0.834627,0.834627,-8.766358,-14.22059,16.09125,-18.95526,0.020981,-0.611243,-6.020522,-8.369096,-24.4837,2.34879,2.304173,2.336996,0.073312,-0.012335,0.167208,-28.08627,24.25151,1.973778,10.62299,0.777429,8.531785,61.80464,-0.87357,8.137273,0.237348,-0.000001,26.3214,6.5212,f
184.6858,179.4323,170.6708,179.9437,158.2395,191.2639,192.4105,129.5881,204.4772,218.4531,0.823928,0.823928,-1.847721,-6.009614,17.15826,-9.457421,0.019551,2.211242,0.617997,-3.192416,-26.85371,2.303149,2.246152,2.287327,0.061049,-0.009328,0.128387,-19.90672,26.50115,0.532605,5.988092,0.469954,16.53791,63.93915,-0.568493,8.983625,0.404048,-0.000002,14.31409,8.672759,f
204.5762,198.3583,172.9755,182.0158,173.1575,219.9897,219.9715,138.1449,213.9193,278.9691,0.82128,0.82128,-8.769244,-2.579508,18.43741,-12.0454,0.020966,1.946392,7.141221,-5.698715,-41.78927,2.306659,2.26329,2.293073,0.066669,-0.010438,0.118021,-45.36829,26.1149,0.127841,12.06809,0.657584,11.30702,79.80511,-0.532862,5.365719,-2.851444,-0.000002,25.83183,8.038734,f
107.5327,107.4601,103.9476,107.6948,98.7857,119.5729,119.6665,83.2095,94.96978,134.2361,0.775832,0.775832,-3.225026,-6.727365,13.80625,-6.889095,0.022761,-2.206892,-2.517625,-7.952787,-21.65288,2.255955,2.223831,2.254689,0.058277,-0.008193,0.139597,-16.79813,15.23102,1.647796,4.793389,0.700648,9.329267,42.41318,0.287001,7.506114,1.089019,-0.000005,27.60192,5.761838,m
107.438,103.5664,99.09983,104.7156,95.1617,111.2113,111.6583,96.1059,99.90363,121.2566,0.775175,0.753913,-5.320316,3.130827,25.77868,-8.3069,0.016399,-7.027964,-6.341033,-12.26532,-26.13975,2.238744,2.210261,2.233423,0.05655,-0.006792,0.091009,-26.06053,13.56236,0.771217,7.415622,0.719745,9.186685,44.51383,-1.048823,8.39088,0.364365,-0.000002,19.87434,7.53353,m
189.8311,188.2265,179.9181,184.707,173.5324,204.2569,203.3561,173.3188,193.7119,215.866,0.848826,0.630851,-9.127466,-14.39944,12.41777,-17.6939,0.01564,-5.846671,-9.088624,-11.59626,-25.30094,2.310342,2.282871,2.303782,0.063876,-0.020026,0.106187,-25.38596,13.72956,1.227676,5.98278,0.762832,10.20093,47.50214,-1.691496,1.318239,-3.315848,-0.000003,10.14136,5.998443,f
198.2188,197.6226,189.698,198.3824,186.5199,208.3186,204.6556,186.2983,193.7655,230.2893,0.836132,0.263943,-17.02745,-15.84553,1.290814,-17.20876,0.009239,1.852407,4.709811,-5.095087,-37.21835,2.308441,2.284096,2.298664,0.04647,-0.012001,0.095302,-18.62944,20.25653,-0.440974,8.526931,0.786803,12.18189,48.99835,-0.544443,-0.581303,-8.202339,-0.000002,1.747141,6.450573,f
172.4532,183.0387,158.7731,170.694,168.9807,207.1077,209.0131,153.6586,156.7804,245.32,0.839021,0.644737,-12.33455,-16.07515,8.114379,-21.81736,0.013387,-1.152764,13.67054,-12.21638,-35.33604,2.277163,2.222168,2.262829,0.049021,-0.009064,0.087233,-35.376,29.63098,0.729218,7.554844,0.756356,13.4968,48.69331,-0.887022,2.892791,-6.510805,-0.000002,16.28299,6.693619,f
171.8439,174.5698,161.8134,165.2547,154.8272,181.0804,183.3818,151.1776,167.1616,218.5478,0.811006,0.587068,-4.635955,-8.883882,28.17597,-14.42021,0.014867,-12.43035,-7.786409,-20.57099,-28.15339,2.297421,2.265578,2.28698,0.064314,-0.004284,0.096047,-33.50803,11.88703,-0.170279,7.13155,0.74094,12.05254,54.85329,-1.13707,12.83303,2.755228,-0.000003,24.58759,6.901321,f
163.753,186.0248,151.901,152.7777,160.1408,169.5193,200.0894,132.0059,180.4103,447.9007,0.822517,0.375509,3.793054,6.932533,21.53734,-6.237599,0.020583,-16.50791,-17.2451,-22.94869,-18.22394,2.210844,2.146426,2.197274,0.087785,-0.00004,0.140436,-37.24502,8.329281,1.006605,10.10092,0.737661,9.444721,65.08167,-0.248699,7.458364,-0.672439,-0.000004,12.02147,5.522581,m
143.555,139.6808,135.832,140.5953,125.5054,147.7137,149.106,105.8419,128.1624,158.1822,0.806237,0.476306,-0.192721,-2.748944,22.65962,-7.371105,0.024363,-12.04401,-9.175636,-18.83836,-33.39146,2.195046,2.110672,2.18161,0.073926,-0.009549,0.161831,-39.4615,11.49029,0.414769,10.6846,0.749473,9.811296,70.06279,-0.273005,7.821771,-2.705182,-0.000001,17.02387,13.04304,m
128.4452,143.0063,121.4576,125.4218,132.9661,178.8422,173.4663,110.5974,129.1654,191.433,0.818566,0.433044,-8.992826,-16.20273,11.8629,-13.645,0.025428,-14.16961,-11.45291,-20.2466,-32.06548,2.323511,2.289881,2.311978,0.074426,-0.003923,0.187184,-39.33576,6.362475,1.155121,5.548628,0.731952,10.71033,36.44175,-0.712356,16.06573,7.872627,-0.000007,36.64849,7.264967,m
131.3409,115.2767,116.4946,124.7306,115.8779,136.0428,139.8316,98.40144,63.48807,194.2267,0.801099,0.603311,-5.747756,-5.751495,25.87314,-15.88251,0.024755,-12.6226,-12.98932,-19.10853,-35.10955,2.337659,2.311535,2.326054,0.082138,-0.008193,0.172565,-39.63334,10.00505,1.010442,10.13148,0.690706,10.87745,42.65747,-1.872845,12.04036,3.005032,-0.000003,33.2613,8.280733,m
164.0678,170.0682,157.6579,160.9003,151.6112,168.7094,171.5493,151.1733,169.8248,240.1303,0.814844,0.603733,-12.59693,-17.99458,9.251875,-10.1452,0.013481,-0.947769,8.476311,-10.54523,-36.93818,2.321935,2.265074,2.295121,0.069238,-0.011645,0.093871,-27.17536,27.86722,-0.659027,10.4129,0.756867,10.24294,69.36,-1.091504,0.436593,-6.420091,0,13.77955,8.079598,f
176.177,173.6143,165.4125,170.285,159.1666,181.8814,181.3618,152.0282,169.3971,230.791,0.816841,0.392756,-13.54903,-17.77412,5.53476,-8.38574,0.0134,1.329682,1.458752,-8.232235,-37.68456,2.31178,2.267257,2.287499,0.090556,-0.011289,0.088977,-23.21194,34.91389,-0.876611,13.09867,0.749296,12.67056,71.21507,-0.913781,7.392322,-2.171808,-0.000003,15.06925,7.755078,f
0,0,0,0,0,0,0,0,0,0,0.569667,0.569667,-2.562329,-7.412669,22.07679,-7.136211,0.016625,8.628387,9.370576,2.564548,-30.1702,2.427356,2.365131,2.466362,0.053454,0,0.105751,-5.970092,26.44569,0.813568,9.950205,0.177842,13.22079,50.138,-1.032562,9.482356,3.187212,0,13.33822,7.387733,f
0,0,0,0,0,0,0,0,0,0,0.558372,0.558372,0.173547,0.083601,20.64929,-8.091887,0.015164,3.445861,4.648208,-1.036163,-33.60102,2.502155,2.403024,2.507656,0.062059,0,0.086529,-15.44877,19.29098,0.450324,7.283164,0.011467,9.823085,49.80837,-0.965967,9.661706,3.133744,0,17.52943,6.130544,f
235.9681,243.9197,203.9582,228.1864,227.0898,267.1418,284.7182,184.6968,224.8504,350.1506,0.874126,0.874126,-12.84665,-18.50933,10.68628,-15.95916,0.022587,-7.239068,-13.59741,-15.66187,-39.94091,2.301122,2.264364,2.301615,0.097488,-0.01069,0.177444,-28.19978,27.761,0.766446,14.76012,0.772995,14.82374,96.22234,-0.512397,5.449044,-5.172258,-0.000002,23.66937,7.946727,f
208.7563,210.0633,187.6402,225.5062,215.0482,258.2945,253.5986,190.1183,172.899,275.3859,0.869218,0.869218,-7.543777,-3.593204,15.84914,-15.04204,0.020087,-5.181823,-4.435513,-12.21763,-34.8737,2.255671,2.206135,2.243775,0.086585,-0.011497,0.1492,-39.02576,17.34214,-0.39692,9.210426,0.771304,13.74203,58.3744,-0.715161,-3.581407,-11.34221,-0.000003,13.82438,6.576066,f
195.249,195.6048,182.5778,187.4263,179.2894,207.9574,207.8098,179.748,205.7252,223.2062,0.830096,0.830096,2.067582,-1.839765,26.02448,-14.3158,0.013219,-18.11484,-24.18914,-25.59055,-16.36544,2.226531,2.141493,2.210522,0.046897,-0.009184,0.10357,-44.96426,1.881728,0.727147,7.992882,0.741958,12.03862,42.89748,-0.42135,-1.645674,-7.319452,-0.000002,2.2746,7.240112,m
199.0769,203.7912,191.3734,194.4547,186.134,213.4268,217.4394,182.3603,205.3518,236.8262,0.828471,0.828471,-1.815469,-1.0655,20.61869,-16.72336,0.012893,-18.31162,-25.59318,-25.30046,-21.66184,2.203537,2.12255,2.19452,0.039872,-0.008657,0.082078,-44.06082,6.409112,-0.135475,10.15934,0.759284,11.65227,55.76242,-0.202201,-7.432181,-16.37996,-0.000001,6.708647,10.18833,m
130.4777,133.2751,116.2368,122.7236,120.2201,151.6909,155.2946,96.91592,135.6105,173.6472,0.805279,0.805279,3.80344,10.11623,30.35079,-0.616836,0.019078,-3.202907,-4.708871,-7.597338,-32.40368,2.218647,2.131659,2.207565,0.078678,-0.006526,0.12081,-21.79338,9.13721,1.140264,8.026433,0.722479,12.32035,51.48888,0.110228,1.024394,-6.842412,-0.000002,29.74121,7.768847,m
137.0892,136.1637,132.4407,135.5365,123.3749,142.3545,142.3082,117.4797,138.963,155.8823,0.801151,0.801151,7.740962,8.906896,25.00882,0.086549,0.019612,-8.979856,-8.970934,-16.16279,-16.82724,2.189047,2.119883,2.196929,0.090496,-0.005744,0.135,-33.39498,9.040549,1.820261,8.321913,0.742706,11.03024,60.18066,0.117167,2.460162,-5.192873,-0.000002,24.76601,7.67891,m
165.4377,164.8377,157.8013,166.2133,154.8319,193.4998,191.3408,126.9446,160.2701,200.2136,0.825544,0.825544,-5.55124,-9.55325,14.56249,-13.10143,0.022621,2.649374,5.261626,-3.546874,-28.8943,2.321333,2.298175,2.318639,0.07305,-0.014582,0.136595,-15.67108,29.53953,0.7529,7.9814,0.459631,12.38825,47.89924,-1.006576,11.76026,4.894511,-0.000004,15.76846,6.93499,f
172.7515,173.2699,163.27,171.5387,163.9219,190.0855,190.4677,158.7414,166.4092,229.2175,0.83699,0.83699,-9.137409,-10.09877,19.57287,-13.23326,0.02214,5.066834,5.33695,-3.035432,-29.64458,2.31728,2.285346,2.302169,0.069477,-0.009522,0.139108,-13.36699,28.57829,-0.43031,12.12179,0.771745,12.85843,60.66965,-1.300192,10.29844,3.259731,-0.000002,20.08201,7.436658,f
136.6778,134.047,125.1307,131.1751,120.8177,146.5258,149.6279,101.2295,115.5231,179.0486,0.760666,0.760666,-0.123052,3.893959,24.88819,2.455748,0.023799,-4.65473,-6.965997,-11.68469,-24.81533,2.23907,2.195646,2.249925,0.089794,-0.003943,0.151911,-29.60954,15.82852,0.98889,12.29186,0.464659,12.13528,49.75871,0.409624,21.33764,13.11354,-0.000001,25.20408,6.589556,m
140.2595,140.4028,127.663,140.2614,129.3676,153.0186,156.3875,125.7348,147.1958,172.0012,0.785216,0.785216,8.114434,4.117024,26.72805,2.132917,0.025618,-10.54692,-8.361442,-18.68302,-13.94883,2.257545,2.21858,2.256051,0.094736,-0.006572,0.169343,-32.78115,7.977234,0.724037,5.132368,0.724323,7.626603,32.59547,0.435875,19.90299,11.48098,-0.000002,24.2318,8.054268,m
151.4658,153.7663,143.1353,144.4796,128.5794,154.4927,169.1114,97.34609,143.4424,186.847,0.795596,0.795596,-2.291259,-0.336058,15.53506,-10.47315,0.023255,-5.287404,-4.208273,-11.47944,-32.00373,2.267876,2.209244,2.251771,0.057246,-0.008285,0.163458,-27.38989,14.75793,1.379202,7.848717,0.484259,13.48726,46.63135,-0.719719,16.96509,10.63413,-0.000002,22.48729,8.007642,m
162.0532,164.9769,150.3405,152.1241,142.3971,177.6387,174.6067,105.3779,185.2912,205.9361,0.801276,0.801276,-0.582571,-4.820467,20.31129,-12.25654,0.019354,-5.715851,-9.762007,-12.35661,-32.65081,2.243569,2.144532,2.21786,0.053195,-0.007643,0.122426,-30.47994,13.80523,0.516591,7.240744,0.486167,14.1855,41.80053,-0.562725,19.18851,10.37613,-0.000002,16.74004,8.427745,m
262.2379,259.7124,217.0977,267.7937,243.5305,288.4622,312.1957,211.1762,271.9507,343.7522,0.876693,0.876693,-5.267322,-6.878828,20.74644,-14.96935,0.016404,-2.052987,1.446218,-7.369762,-32.37656,2.29662,2.272074,2.286396,0.046357,-0.013841,0.11993,-23.65498,16.99032,-0.027176,13.98227,0.718861,14.36229,65.60994,-1.282596,3.820774,-2.106602,-0.000002,25.26311,8.55819,f
246.1734,234.1921,214.6919,227.5743,205.8506,252.983,263.133,174.9506,287.8282,288.3675,0.848452,0.848452,-2.551896,-7.011968,19.63168,-20.66737,0.019844,-4.434124,-6.315176,-10.23989,-25.02758,2.278026,2.231834,2.264752,0.058167,-0.017159,0.125422,-24.3367,14.29562,-0.224236,13.96001,0.605702,12.27042,67.85687,-0.796591,2.884618,-2.27654,-0.000002,14.13313,6.019058,f
196.8121,193.8953,188.6973,188.6361,165.7548,202.0137,205.2999,134.7406,204.6414,211.3663,0.80977,0.80977,-2.030868,-12.02122,20.99218,-8.647209,0.017025,-0.154151,-7.200047,-5.701705,-28.53547,2.2838,2.251154,2.282242,0.055922,-0.010224,0.101193,-23.87801,19.99318,0.999079,11.63467,0.244498,10.56454,54.8831,-0.308145,5.65559,-2.358589,-0.000004,10.95916,6.128722,f
192.8538,185.1408,185.4698,188.1586,160.3561,198.4416,199.8137,131.3546,195.5127,217.2318,0.810704,0.810704,-3.230737,-4.642668,18.73319,-8.638327,0.014524,1.780899,-5.43341,-5.638022,-36.2905,2.300325,2.265171,2.288898,0.057427,-0.006894,0.09878,-21.63006,22.98987,1.609032,11.62477,0.537734,12.85782,61.4747,-1.10548,6.231662,-0.496993,-0.000002,12.56157,8.459,f
169.7032,163.447,132.5458,142.3035,139.1631,179.0117,192.4124,117.5701,179.639,202.8459,0.813418,0.813418,-10.29774,-19.55448,7.461084,-6.563905,0.024227,4.091752,2.194318,-0.222199,-35.20629,2.31376,2.281089,2.307844,0.07073,-0.057873,0.138857,-10.96838,22.83818,1.185991,8.106121,0.491679,12.01109,52.46014,-0.736525,11.25514,6.879478,-0.000015,21.36472,7.229398,f
144.2585,153.3033,137.7478,144.1918,141.8684,163.446,167.2593,135.7003,158.6911,216.0445,0.819396,0.819396,-11.61308,-10.60021,13.72616,-8.996893,0.020426,3.818994,3.053968,-1.309351,-38.19748,2.300189,2.248394,2.282997,0.0503,-0.009648,0.132353,-19.64934,27.04802,-0.174056,10.90465,0.735001,9.866982,47.33021,-0.813357,15.33992,8.040036,-0.000003,23.4633,6.417608,f
120.8652,122.9456,116.4658,116.7626,108.2586,121.948,125.2059,87.80681,117.0238,155.5218,0.778479,0.778479,-4.891935,-1.774509,30.31255,-12.06867,0.025879,-3.163722,-3.253426,-9.649185,-27.35283,2.27767,2.241395,2.269479,0.116346,-0.007237,0.19746,-25.11292,17.57566,0.982969,6.935038,0.729351,9.96191,42.16755,-0.637332,10.80842,0.716987,-0.000002,30.84131,9.186696,m
128.9546,121.8387,118.7515,123.3663,119.5717,140.7294,139.0486,110.4877,101.7173,147.7384,0.79112,0.79112,-2.077798,-4.801576,25.77543,-14.89915,0.023329,-8.154508,-10.2653,-13.59908,-24.04927,2.295868,2.258928,2.289506,0.067069,-0.008576,0.134886,-36.23122,14.44745,1.233217,5.861129,0.735523,8.0875,47.19055,-0.518198,11.80754,4.209632,-0.000003,33.59622,7.016682,m
165.2253,172.2475,149.7599,154.8918,151.8372,179.477,199.2474,129.2408,187.003,221.6893,0.842916,0.842916,-5.885364,-10.45997,20.45931,-17.11707,0.021289,-1.115447,-2.148249,-7.350864,-33.52919,2.358799,2.328516,2.343507,0.058337,-0.016729,0.137828,-21.38095,20.08864,0.371823,6.458385,0.736576,14.45518,61.77847,-3.152322,10.56516,1.261307,-0.000002,18.60022,9.359641,f
182.6926,187.2525,162.1345,170.5942,172.0411,205.5847,209.3179,151.6699,212.6405,273.2629,0.833456,0.833456,-8.357245,-13.64479,17.78403,-14.13768,0.019389,-2.904293,-10.90287,-9.894403,-47.36689,2.354203,2.337316,2.34744,0.042072,-0.005888,0.147986,-36.23818,24.91204,-0.186144,10.77811,0.750428,11.94704,70.2803,-2.430155,8.692213,0.996748,-0.000001,21.67175,6.216957,f
133.5961,134.1579,125.0518,122.2168,113.886,139.1911,146.5156,92.97956,132.7994,162.7307,0.797896,0.797896,4.187377,2.760426,28.55398,-6.826405,0.023839,-0.720881,-8.172776,-6.050826,-20.65398,2.296919,2.247548,2.284083,0.094451,-0.015574,0.158938,-33.03024,22.21352,0.836743,4.959307,0.714782,10.0695,39.7673,-0.698168,3.078463,-4.727956,-0.000001,27.17559,7.473287,m
