@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N 40-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 40-weka.filters.MultiFilter-Fweka.filters.supervised.attribute.AttributeSelection -E \"weka.attributeSelection.CfsSubsetEval \" -S \"weka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N 40\"-Fweka.filters.supervised.attribute.AttributeSelection -E \"weka.attributeSelection.ChiSquaredAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 40\"'

@attribute F0finEnv_sma_quartile2 numeric
@attribute F0finEnv_sma_amean numeric
@attribute F0finEnv_sma_quartile1 numeric
@attribute F0final_sma_quartile2 numeric
@attribute F0final_sma_amean numeric
@attribute F0final_sma_quartile3 numeric
@attribute F0finEnv_sma_quartile3 numeric
@attribute F0final_sma_quartile1 numeric
@attribute F0finEnv_sma_linregc2 numeric
@attribute F0finEnv_sma_percentile99.0 numeric
@attribute voicingFinalUnclipped_sma_percentile99.0 numeric
@attribute voicingFinalUnclipped_sma_pctlrange0-1 numeric
@attribute mfcc_sma[11]_amean numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute mfcc_sma[11]_percentile99.0 numeric
@attribute mfcc_sma[14]_quartile1 numeric
@attribute lspFreq_sma_de[5]_linregerrA numeric
@attribute mfcc_sma[12]_amean numeric
@attribute mfcc_sma[12]_linregc2 numeric
@attribute mfcc_sma[12]_quartile1 numeric
@attribute mfcc_sma[11]_percentile1.0 numeric
@attribute lspFreq_sma[7]_quartile2 numeric
@attribute lspFreq_sma[7]_quartile1 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute lspFreq_sma_de[4]_percentile99.0 numeric
@attribute F0finEnv_sma_de_linregc1 numeric
@attribute lspFreq_sma_de[5]_pctlrange0-1 numeric
@attribute mfcc_sma[12]_percentile1.0 numeric
@attribute mfcc_sma[12]_percentile99.0 numeric
@attribute lspFreq_sma[4]_skewness numeric
@attribute mfcc_sma[2]_iqr1-2 numeric
@attribute voicingFinalUnclipped_sma_quartile2 numeric
@attribute mfcc_sma[5]_linregerrA numeric
@attribute mfcc_sma[2]_pctlrange0-1 numeric
@attribute lspFreq_sma[6]_skewness numeric
@attribute mfcc_sma[10]_quartile3 numeric
@attribute mfcc_sma[10]_amean numeric
@attribute jitterDDP_sma_de_linregc1 numeric
@attribute mfcc_sma[13]_percentile99.0 numeric
@attribute mfcc_sma_de[9]_percentile99.0 numeric
@attribute gender {m,f}

@data
121.7706,123.1925,113.2539,115.9192,105.5683,127.399,136.8014,82.27921,119.9666,151.1727,0.760483,0.760483,7.320441,4.811453,30.77322,-8.053955,0.024405,-8.060649,-6.711716,-13.99032,-16.41124,2.274273,2.217566,2.258123,0.084434,-0.01003,0.167425,-39.16381,11.94249,0.810839,5.813813,0.66922,10.91031,47.84185,0.052616,11.58205,4.661195,-0.000003,21.19443,10.7773,m
142.0715,119.2356,104.1776,138.1774,114.9689,157.0079,157.0975,67.16882,89.03405,192.1165,0.778139,0.778139,2.906638,7.802868,20.96809,-5.65773,0.020463,-0.812479,-2.45323,-5.825188,-25.43435,2.295285,2.232642,2.300638,0.098528,-0.010966,0.167647,-25.42919,16.35085,1.70991,8.894153,0.47344,11.87604,48.74701,-0.374987,12.09262,4.136092,-0.000006,25.25189,9.194571,m
216.2625,209.3276,186.2502,192.103,194.664,227.2595,226.3854,182.5777,181.8377,251.5916,0.840068,0.840068,-12.36113,-5.453893,12.04403,-17.59886,0.018684,-1.712998,8.667754,-8.890835,-35.93145,2.307333,2.283951,2.299872,0.093208,-0.010628,0.164878,-25.63551,21.89665,0.786866,10.10128,0.784471,15.22892,50.80712,-0.806369,14.17393,3.478112,-0.000002,12.7885,7.192979,f
180.3854,178.5341,165.8836,175.6628,156.9322,186.7779,190.0009,131.3236,194.8809,207.3912,0.821137,0.821137,-6.287066,-10.1331,19.62003,-10.07317,0.024646,3.543172,3.951501,-1.434516,-30.73886,2.273257,2.219666,2.265579,0.080562,-0.010313,0.17401,-17.97643,24.51003,0.569282,14.04607,0.718,12.5226,58.63729,-0.49246,6.709741,-2.868251,-0.000002,14.12904,7.648298,f
204.0639,220.2484,186.6566,203.5804,183.9652,217.2881,243.9354,136.1477,288.7647,321.2153,0.80849,0.78754,-14.32474,-22.23155,12.39872,-10.96948,0.01162,-0.666706,-4.986792,-6.040823,-39.71542,2.276242,2.223771,2.259337,0.048557,-0.012986,0.071912,-22.09759,13.89569,-0.568198,8.192988,0.614724,12.86837,44.3173,-0.529384,7.791223,0.63337,-0.000006,11.60284,5.650035,f
215.4204,228.6481,197.9867,197.0385,188.685,250.9627,256.1979,131.7104,219.8374,293.2639,0.807207,0.604879,-11.30837,-12.33061,8.253206,-16.85364,0.01193,0.162747,4.127843,-4.662474,-34.0447,2.266949,2.213804,2.25228,0.062435,-0.019199,0.071807,-23.03588,14.52816,0.088391,7.815954,0.659758,11.2339,39.12503,-0.711999,-3.324459,-13.02944,-0.000003,21.03255,5.676945,f
137.2005,135.385,126.797,118.5828,108.1209,140.6436,141.1037,87.86166,132.9054,155.4845,0.743161,0.63757,2.761429,-0.36139,21.66241,-9.262473,0.014859,-1.842583,-3.414651,-6.48413,-16.97638,2.289636,2.22936,2.27037,0.035164,-0.005933,0.102457,-25.4911,16.3265,1.127595,6.147169,0.634494,11.39979,45.51515,-0.524223,17.27168,10.56783,-0.000005,23.24504,7.039376,m
135.291,134.0145,124.6837,98.09648,96.06447,127.3801,143.653,51.43105,133.9738,152.1444,0.770248,0.51982,-3.505457,-6.958913,22.31155,-5.551373,0.017084,-2.282982,-3.391291,-8.419827,-19.88205,2.242704,2.194158,2.230822,0.042649,-0.009863,0.107313,-23.00546,16.89323,0.73368,6.724592,0.666654,9.553153,42.78796,-0.267659,13.23595,6.84518,-0.000004,29.10353,7.963947,m
122.1007,116.4274,111.7492,109.8784,97.81402,118.684,138.9032,74.00879,108.8323,167.18,0.7536,0.7536,10.1089,7.080298,34.52104,1.432841,0.025734,-9.570381,-6.573425,-15.68601,-10.55775,2.159447,2.119438,2.187521,0.063283,-0.012744,0.180836,-32.73092,10.27944,0.256861,5.648815,0.666741,9.521104,46.77415,0.252535,2.602934,-2.956805,-0.000006,21.86278,11.00281,m
134.9909,136.1111,134.4643,126.3712,105.1392,135.6533,140.8472,85.77363,135.3348,146.9963,0.764829,0.764829,5.366309,8.449692,23.7388,2.962459,0.026987,-10.69381,-12.62143,-16.95512,-14.22522,2.174821,2.088091,2.18117,0.106247,-0.011105,0.160347,-29.30701,6.987494,2.050317,7.693185,0.648216,7.023924,53.60639,0.629588,11.00467,4.235717,-0.000006,18.20888,9.817343,m
113.4892,111.8587,94.86686,99.66805,100.969,131.8637,129.6867,88.35744,128.6687,142.9024,0.794966,0.794966,4.029036,2.978784,30.89293,-18.68217,0.032351,-14.97886,-19.17794,-23.20917,-27.75211,2.273554,2.233682,2.265005,0.124841,-0.005778,0.224692,-41.25486,3.479776,1.61004,4.859612,0.712151,11.51333,49.02696,-1.139628,7.64406,2.323838,-0.000003,43.674,8.510896,m
114.8183,116.3763,102.228,110.2088,106.475,123.9172,123.8917,95.27869,128.778,153.8129,0.78689,0.78689,3.685653,0.184438,32.8643,-26.30796,0.037718,-15.33742,-15.70499,-24.13541,-25.30068,2.30729,2.236542,2.281537,0.175146,-0.005842,0.301411,-38.85523,10.3158,2.020694,8.293743,0.736674,12.43045,62.87907,-1.656956,14.62949,7.263886,-0.000002,54.71503,10.88714,m
170.6346,170.0523,156.83,170.1118,169.6235,185.6014,180.8188,156.9349,157.4358,241.7484,0.845696,0.845696,-8.4478,-9.217465,18.06894,-8.912506,0.016815,3.277822,4.721079,-2.274584,-44.24125,2.257745,2.188231,2.234244,0.078941,-0.008406,0.123097,-19.82826,26.79356,-0.580791,12.26333,0.776148,12.34877,88.16249,-0.230652,-0.469173,-8.389419,-0.000002,10.86889,7.173077,f
197.6779,194.5903,177.7239,194.6986,179.3493,215.2728,218.1608,158.0681,207.3779,231.1921,0.826433,0.826433,-16.34312,-25.81545,7.957687,-13.82321,0.019027,2.357434,9.30245,-5.825743,-58.49719,2.264333,2.212108,2.254943,0.094699,-0.009671,0.161843,-19.0199,28.73512,-0.469958,8.619771,0.76384,11.42308,84.31769,-0.265278,4.612991,-2.768406,-0.000001,22.20133,5.774661,f
185.8503,184.2245,164.5268,171.4162,155.5168,189.6777,209.3575,126.5863,209.74,219.1951,0.80497,0.80497,3.731648,-6.894236,34.13451,-9.643799,0.020628,-3.46225,-3.135533,-9.822475,-31.38395,2.289026,2.229578,2.280558,0.125987,-0.016145,0.134853,-24.88306,19.63146,-0.042515,7.611302,0.438877,16.66406,85.97262,-0.292789,9.061276,1.094124,-0.000003,24.40648,7.325417,f
180.5703,178.2465,163.4505,171.3658,148.8513,187.6558,196.5026,114.5851,176.441,210.0428,0.802262,0.802262,-2.18987,-2.80497,25.00724,-15.0911,0.025763,-0.958264,2.268106,-7.29743,-32.18254,2.268732,2.217983,2.255573,0.12214,-0.012105,0.158964,-30.67654,22.30943,-0.370763,14.36484,0.456206,12.88389,81.1105,-0.317082,2.48462,-5.03028,-0.000003,18.9862,11.34094,f
225.3304,212.1214,189.584,226.659,203.0313,238.4793,236.0596,178.611,248.8351,259.9258,0.877047,0.537265,-15.46739,-31.57824,14.67879,-15.12848,0.017393,-5.782156,-9.654371,-11.96252,-48.61126,2.288759,2.239437,2.275235,0.050654,-0.017759,0.124174,-30.37143,16.93603,-0.189401,15.70269,0.785476,12.68443,68.86718,-1.520338,7.795944,-1.075848,-0.000002,7.911235,9.563766,f
215.9597,213.3321,192.5217,215.6062,197.1821,227.584,227.2137,173.8396,229.6549,284.2815,0.869988,0.512706,-16.36362,-18.30658,9.110179,-16.75272,0.017122,2.392088,4.371867,-5.918089,-40.72562,2.283265,2.230329,2.26793,0.061022,-0.012096,0.124865,-26.96147,30.88673,0.460179,12.75594,0.789482,12.84715,63.0741,-0.628156,11.82949,1.171397,-0.000002,5.08591,8.112335,f
146.9261,145.4149,112.2947,126.5414,136.2174,163.632,168.2441,103.977,154.6197,260.5232,0.824193,0.631298,2.201518,3.590583,35.83656,1.231943,0.029782,-11.33508,-19.4372,-19.29779,-29.64862,2.245667,2.177304,2.239328,0.124929,-0.005849,0.194175,-37.76801,14.94548,0.836848,6.781737,0.716436,8.281731,41.22196,0.358363,4.839153,-3.098128,-0.000013,7.637318,7.284549,m
133.6598,133.2562,115.3489,110.7703,113.9195,135.1517,148.0094,104.4414,120.6852,190.7678,0.802084,0.563671,-4.175676,-14.60386,22.80627,-1.348913,0.027267,-14.95139,-18.0338,-23.77846,-32.54993,2.250717,2.221499,2.255719,0.080668,-0.003848,0.156261,-37.10408,11.18556,0.770839,7.418421,0.701751,11.55327,51.05106,0.333578,8.931162,-0.028133,-0.000007,5.044424,9.770569,m
101.4439,101.1157,96.73154,98.19315,83.0524,104.4222,106.5037,63.04888,101.3499,113.8701,0.739931,0.739931,-1.434661,-4.670296,15.88265,-4.598299,0.032988,0.322779,-3.498165,-6.561005,-25.60019,2.319077,2.286225,2.308129,0.092914,-0.006423,0.185331,-26.37745,19.41671,0.512016,8.809647,0.653318,9.95174,51.31572,-0.424809,25.62778,15.91674,-0.000004,21.99493,10.19695,m
117.4813,121.6413,109.4871,118.4644,115.1577,141.1564,131.0422,102.2365,124.1347,161.9189,0.788585,0.788585,-5.327619,0.343355,26.47517,-9.034323,0.028904,1.831335,-2.75632,-6.578711,-36.38848,2.346915,2.325521,2.339959,0.120508,-0.004111,0.197153,-24.58842,20.88077,1.355343,11.80574,0.715745,10.97128,49.1502,-1.049455,31.26272,20.97186,-0.000004,28.35537,9.24753,m
233.4548,228.8847,207.0697,209.4211,204.5927,250.3321,260.1649,178.9254,265.3961,275.0225,0.855993,0.855993,-14.58912,-27.15403,14.63525,-8.299538,0.016784,1.140531,-3.839705,-2.775416,-42.38391,2.315369,2.285122,2.309171,0.054311,-0.016808,0.107329,-28.02589,16.76326,0.598382,11.44601,0.736714,13.56618,66.64195,-1.222854,8.781238,-1.025115,-0.000003,12.22832,10.00233,f
215.9001,222.1799,207.5145,212.1322,195.8243,234.4096,234.2368,172.5934,234.7975,267.4721,0.848993,0.848993,-11.94511,-9.436969,18.62578,-14.96053,0.018173,-0.712716,-3.830127,-6.185177,-44.30597,2.325082,2.26032,2.307753,0.063108,-0.013327,0.109358,-29.57843,19.87638,0.627903,13.6445,0.729675,12.78295,71.43683,-0.592796,7.680528,-2.187187,-0.000001,15.85981,8.710073,f
102.1313,104.8765,96.019,98.05999,87.54905,107.5812,108.3146,67.83107,98.85374,150.826,0.759335,0.759335,1.002331,2.899404,16.82055,-6.535776,0.027813,-4.004387,-6.448385,-9.087784,-18.169,2.283757,2.247735,2.28192,0.094846,-0.004289,0.166014,-27.14752,15.37467,1.092587,6.046977,0.646608,10.83224,39.96635,-1.259328,9.929342,3.526533,0.000003,30.57185,11.31164,m
108.5269,106.2327,101.4223,108.8544,101.3236,115.7892,114.7123,101.2171,97.33126,128.7547,0.766349,0.685857,2.926678,3.075849,20.48513,-11.69038,0.024715,-2.622237,-4.875868,-8.707316,-23.05435,2.252284,2.211838,2.250941,0.087313,-0.007608,0.191178,-26.8833,13.71349,1.737381,9.591803,0.727207,16.10964,38.55211,-0.870326,6.820524,0.704444,0,24.95303,11.33023,m
208.0254,211.5871,202.9892,193.4085,176.345,212.6862,217.5208,138.7754,227.1573,256.9675,0.843172,0.843172,-12.24949,-15.94628,13.29021,-17.68672,0.020615,3.828129,-0.007204,-1.042932,-40.24184,2.331001,2.29376,2.321277,0.084501,-0.00918,0.154525,-11.15079,18.96861,1.357641,15.84308,0.655803,10.73825,61.90715,-0.994645,7.125316,2.091535,-0.000002,11.87359,5.574883,f
210.8809,211.0061,187.3448,185.6678,175.5152,218.9803,234.4304,127.8127,206.672,251.5559,0.839589,0.839589,-8.859792,-7.224139,15.63169,-18.16809,0.018476,-2.854085,-2.663611,-9.828565,-32.19498,2.293323,2.230823,2.275243,0.05959,-0.01316,0.117325,-27.06997,27.95113,-0.789037,12.2555,0.716043,9.427709,59.3173,-1.181697,9.147288,2.829444,-0.000001,17.4089,8.745299,f
215.3835,209.2058,182.0292,197.8817,189.6971,222.7516,235.8183,174.19,176.0254,245.29,0.832578,0.832578,-2.011966,2.333781,20.34084,-18.5029,0.019291,-7.617939,-9.446382,-15.19237,-35.6365,2.284759,2.226259,2.27519,0.064143,-0.008714,0.148183,-29.71914,17.72947,0.746687,9.77239,0.744746,16.041,51.89968,-0.830951,3.462481,-3.099917,-0.000001,28.80657,7.075709,f
176.3977,167.1134,152.7889,160.3321,148.2176,175.3618,184.6374,132.9835,195.3255,191.4379,0.799197,0.799197,-0.222124,-2.385586,17.99264,-13.45637,0.022061,0.709543,-3.694177,-4.776804,-18.43749,2.312743,2.164372,2.302165,0.071061,-0.013947,0.168404,-18.55266,17.71438,0.828873,5.180498,0.695283,13.11388,39.22846,-0.375685,4.998555,-0.696819,-0.000003,17.35779,6.457852,f
117.4451,118.2844,116.7575,115.612,97.26688,118.3889,121.9919,77.17241,121.6506,133.457,0.74066,0.74066,9.788737,10.7136,37.14663,-4.052278,0.032121,-11.53431,-16.29989,-20.78532,-9.636628,2.318984,2.26617,2.297683,0.103054,-0.006341,0.246937,-35.08566,15.8406,-0.07841,8.54809,0.640284,9.740872,54.83118,-1.43692,12.01914,3.179371,-0.000004,22.30929,8.104208,m
0,0,0,0,0,0,0,0,0,0,0.68684,0.68684,14.72434,16.73371,36.86052,-0.953509,0.029466,-10.0772,-8.97506,-17.7728,-2.496318,2.29612,2.248844,2.303247,0.128145,0,0.230116,-28.81043,9.887064,0.030681,8.007941,0.519903,10.43547,61.79262,0.131004,4.978202,-1.819922,0,22.60163,7.743807,m
204.067,204.7735,175.6457,194.1548,195.8479,227.7731,244.9027,158.6985,118.9277,392.7244,0.881331,0.83707,-17.54039,-9.213584,16.41265,-15.27534,0.018494,10.519,7.134196,3.652926,-48.9201,2.279595,2.206155,2.252777,0.054492,-0.017211,0.121222,-8.437942,44.08611,0.243821,14.15898,0.748516,12.97938,93.14674,-0.468697,5.314432,-5.467578,-0.000002,30.40646,7.31485,f
169.1589,177.7264,159.5138,164.9647,154.8186,177.3387,185.7742,139.4757,205.5718,279.1783,0.826159,0.826159,-6.943432,-12.74362,14.99299,-14.23919,0.022473,2.109156,6.005224,-4.88283,-33.57059,2.283473,2.217399,2.265502,0.049886,-0.008551,0.153128,-19.85742,22.32944,0.015955,9.02927,0.734579,15.34683,65.46413,-0.297683,4.35945,-4.69387,-0.000001,22.98825,8.354307,f
220.5944,210.627,184.2816,206.1711,198.6846,235.3083,245.0757,181.3319,179.8619,274.2962,0.874682,0.874682,-9.416378,-4.524617,15.19563,-16.02853,0.015032,-2.478921,-0.194548,-10.49791,-32.45555,2.292371,2.232849,2.275088,0.04317,-0.009781,0.107312,-33.95208,20.60043,0.09158,8.386448,0.771864,13.14315,70.42342,-0.437336,4.405272,-6.019061,-0.000002,10.94823,6.397881,f
210.2317,202.5178,188.5163,210.0268,194.0521,243.9288,239.307,150.5065,167.0542,269.7263,0.861229,0.861229,-6.86924,-7.679702,18.05727,-15.46618,0.018106,-5.300008,-8.946829,-11.53998,-36.76176,2.277242,2.201633,2.256797,0.065963,-0.012035,0.11281,-40.78883,12.32392,-0.501964,10.88734,0.70455,14.25574,59.81226,-0.795004,5.527893,-4.805388,-0.000002,14.57535,6.281883,f
110.0092,104.0737,104.5989,86.95718,84.49628,109.7108,124.6847,45.10509,81.0806,131.7221,0.757167,0.757167,5.13584,4.816333,26.58675,-1.181049,0.021727,-7.914362,-11.9396,-15.69203,-17.99419,2.270669,2.19008,2.252488,0.086285,-0.005873,0.138299,-32.39951,12.05502,0.571062,4.759819,0.461671,11.84717,28.39632,-0.184861,10.62829,2.882668,-0.000008,26.2478,6.195655,m
97.79002,95.474,93.13756,73.78249,73.58739,106.2818,108.5429,38.56376,88.5458,116.5044,0.758328,0.758328,-1.362072,1.252022,23.32503,-4.84116,0.021896,-4.126261,-2.900409,-9.945395,-23.3046,2.288836,2.245894,2.275928,0.06407,-0.008197,0.152934,-28.51685,15.69693,0.776333,7.209059,0.617958,9.940846,45.51778,-0.585947,17.58692,6.573428,-0.000006,21.96675,8.195064,m
106.8273,112.9728,106.8273,93.5694,90.08968,114.91,125.6574,66.39581,114.7303,134.37,0.783371,0.783371,11.39978,7.365572,44.76809,-1.461666,0.024613,-2.934753,-8.015455,-8.063934,-11.31848,2.29792,2.234858,2.289964,0.076119,-0.00603,0.167729,-32.97477,13.90701,0.144698,6.20222,0.377047,8.401553,46.13487,-1.233315,10.43383,3.726491,-0.00001,26.2555,8.036604,m
101.7615,96.80682,101.4112,68.71938,74.15676,101.0851,103.6508,61.85543,79.37591,106.2249,0.73975,0.73975,11.09145,8.003143,42.53271,-5.668583,0.033617,-11.4376,-14.34409,-18.62826,-22.99403,2.248652,2.198938,2.251216,0.095158,-0.005155,0.215335,-34.23899,12.80677,1.049876,7.193234,0.472747,8.963586,50.60299,-0.930082,10.21074,-0.986382,-0.000005,29.63725,10.21472,m
141.7375,138.2472,130.2607,134.6899,125.3016,146.0624,145.6052,109.6481,129.7818,165.474,0.791417,0.791417,3.823454,-0.71903,38.97953,-11.73126,0.029846,-13.54224,-14.59617,-22.31763,-19.54888,2.297918,2.243671,2.289109,0.084983,-0.013379,0.178324,-36.08316,15.64406,1.670415,5.445047,0.663669,12.22018,59.87403,-0.327823,11.24074,-0.388895,-0.000007,31.49884,7.348464,m
134.8915,142.7449,127.2088,130.6325,130.3945,143.9403,152.4443,114.8503,172.3971,220.191,0.797734,0.797734,0.592384,0.214123,36.78362,-14.23249,0.028408,-19.9205,-14.86854,-31.32084,-37.99054,2.314312,2.260845,2.28845,0.091,-0.007217,0.194627,-41.87015,12.26853,0.938335,6.885097,0.736946,11.20731,47.54696,-0.699095,2.972939,-5.543081,0,32.29947,8.483716,m
136.3706,143.7687,133.9597,133.7747,126.5849,144.6167,139.421,90.56942,140.5793,197.6484,0.797926,0.797926,-4.163463,-7.838189,16.84758,-8.729954,0.016354,8.006163,11.29179,1.38888,-24.73568,2.327958,2.270677,2.314258,0.039483,-0.011497,0.116038,-11.81919,25.03502,-0.010493,11.72316,0.60795,12.43998,61.51246,-1.095967,5.262837,-2.584752,-0.000007,13.84188,5.319571,f
140.8713,144.0429,127.6774,131.2009,126.9158,150.0499,159.9246,115.1926,162.1539,197.1862,0.788854,0.788854,-5.889761,-3.770877,14.64364,-6.941211,0.019012,7.185845,12.48593,-0.308834,-29.69833,2.305531,2.253261,2.293766,0.048602,-0.012085,0.119583,-18.85522,28.69808,0.166735,9.129051,0.729917,11.33544,49.48811,-0.304369,7.599161,-2.818205,-0.000002,10.71291,8.452107,f
121.7838,124.3858,111.8789,116.0793,108.0177,125.6639,129.4746,90.31327,121.1735,248.636,0.775198,0.775198,7.506274,9.32821,33.7668,0.577565,0.028586,-6.528723,-17.56239,-14.61057,-18.89487,2.086069,2.025437,2.098194,0.10872,-0.009999,0.202655,-36.16088,14.97602,1.810587,8.065655,0.721808,14.0801,52.53193,0.323318,6.577028,-0.82546,-0.000005,28.47664,5.871528,m
117.5507,118.2399,112.1444,115.3373,108.0308,121.7556,123.0445,107.7679,123.0879,139.8366,0.770996,0.770996,3.392991,6.73086,31.77653,1.944816,0.029693,-1.102077,-6.787732,-8.498399,-21.76909,2.119559,2.033223,2.126577,0.118164,-0.008788,0.25098,-26.65765,21.56378,1.928581,6.822613,0.733827,15.76094,70.22462,0.72565,9.491138,0.532524,-0.000003,21.14998,7.786321,m
169.9788,171.7735,158.4293,165.3141,155.27,185.67,186.2222,139.4336,165.3076,218.4251,0.822375,0.822375,-19.15601,-16.60592,8.01149,-10.17151,0.016346,7.901963,10.54643,1.250544,-47.26741,2.297512,2.237607,2.278118,0.046917,-0.002677,0.103001,-15.10044,29.20158,0.148214,10.03569,0.752504,11.29874,54.1293,-0.895805,8.073817,0.458821,-0.000001,9.650265,7.105044,f
171.352,183.3108,157.2643,171.8842,171.0459,222.5146,215.4121,152.6409,217.3654,246.4754,0.829443,0.829443,-20.17112,-27.46856,5.506774,-15.29987,0.017391,-5.514803,-15.76584,-14.84282,-48.05119,2.27877,2.22434,2.265495,0.047472,-0.007583,0.103674,-44.07778,24.55124,0.038896,7.909345,0.757687,12.49232,55.70893,-0.696296,13.45399,0.513587,-0.000002,16.71245,6.529278,f
125.3152,136.6741,117.0837,118.3596,120.6635,142.8254,165.6527,113.1816,147.8511,178.2581,0.809678,0.809678,-2.100931,-6.362606,28.06334,-1.795356,0.028531,-3.035131,-3.29712,-8.286523,-29.55074,2.210066,2.136089,2.203319,0.106982,-0.0097,0.179056,-19.85021,15.16971,2.024749,6.772595,0.736952,10.56426,59.29325,-0.433636,16.86469,8.191452,0,18.78817,6.848965,m
124.7171,126.8575,116.234,119.0531,116.4399,138.4931,140.9041,107.6768,139.9676,153.6545,0.786138,0.786138,-0.002003,0.623213,21.18141,-0.517246,0.02774,-9.148034,-11.77412,-15.82236,-14.2104,2.234639,2.180645,2.236813,0.109755,-0.006824,0.207998,-27.59723,12.94303,1.533166,6.21325,0.734358,8.678387,45.6384,-0.374131,11.93548,2.619184,-0.000002,23.51124,8.680803,m
206.1798,209.3689,193.972,200.235,192.775,216.4092,219.0859,190.0625,199.1328,285.1513,0.851654,0.851654,-11.37684,-8.352833,17.18577,-25.1784,0.018029,-2.710845,-3.304886,-7.957518,-40.73588,2.326013,2.276513,2.306053,0.058101,-0.00908,0.147185,-20.39589,11.56269,-0.394599,11.24211,0.761178,12.80189,58.79337,-1.496505,8.967264,2.46761,-0.000002,18.2278,9.549461,f
182.3378,189.5492,178.4562,182.0376,175.9736,191.5145,193.2295,174.4954,187.3276,242.2051,0.846003,0.846003,-9.670272,-3.833565,18.09112,-17.90246,0.012946,4.623347,6.196283,-1.261681,-40.79097,2.327219,2.287887,2.313506,0.038532,-0.005098,0.079678,-17.35852,21.76333,-0.585042,10.39167,0.769411,10.72251,57.83167,-1.349333,2.340654,-7.276433,-0.000001,17.06715,7.966592,f
91.64336,92.55322,91.38314,91.35565,82.1743,115.329,103.6024,39.93603,75.14845,125.5787,0.762994,0.762994,11.14705,12.39882,49.07786,-6.912483,0.02011,-14.64905,-18.26824,-22.34085,-9.382115,2.261287,2.230936,2.260217,0.089289,-0.004575,0.172607,-48.49471,6.235172,-0.004666,7.983929,0.240637,10.10106,38.60214,-0.464026,9.787751,2.362504,-0.000005,28.44562,7.58779,m
111.7435,101.7838,108.9188,108.2226,99.55043,121.3719,117.0244,78.05255,63.03957,147.6724,0.761243,0.761243,4.285068,3.196951,25.3039,-6.516259,0.019643,-13.71212,-17.22843,-21.83012,-16.13667,2.254659,2.22055,2.251463,0.092872,-0.006028,0.156144,-52.97949,8.347099,1.18832,7.403892,0.460109,11.45079,38.25153,-0.743717,9.97971,2.910411,-0.000006,43.46483,7.961072,m
220.5295,220.114,207.6852,214.405,201.7018,231.7292,234.7312,193.0406,220.559,260.9864,0.846831,0.846831,-17.58423,-21.80604,8.22762,-19.80486,0.017033,-1.827029,-1.335233,-8.642605,-50.65926,2.288725,2.252327,2.286921,0.052941,-0.014268,0.108184,-20.33759,21.70958,-0.170854,12.38675,0.773371,10.90115,58.07923,-0.223623,7.090188,-2.889642,-0.000001,23.24035,9.922037,f
240.043,231.6097,217.8711,230.4198,212.77,251.7323,254.9585,187.1807,219.376,279.8135,0.865289,0.865289,-20.38847,-19.00892,16.05571,-23.32355,0.020091,0.549874,-3.36048,-7.911127,-51.02041,2.316545,2.286103,2.316795,0.06854,-0.010588,0.165221,-22.56058,22.7327,0.004415,8.572364,0.779643,14.25818,67.22365,-0.526045,5.580159,-4.354129,-0.000001,24.73952,7.10631,f
184.8868,179.6663,184.8868,123.7617,112.9554,156.5386,184.8868,62.38459,187.6699,184.8868,0.722062,0.722062,-4.766728,-5.655519,14.15141,-13.44647,0.02019,-1.654961,-4.845853,-7.922989,-41.70725,2.322726,2.29234,2.318052,0.056885,-0.017186,0.14088,-23.80413,18.45865,1.691898,7.095303,0.591001,10.01657,42.33857,-0.454371,24.18135,15.28579,-0.000081,38.72018,10.12033,m
168.4821,170.0838,168.4821,128.9723,128.7377,169.5628,190.7097,91.32835,167.7911,199.5465,0.737712,0.737712,-0.029858,-8.897947,18.44788,-13.00392,0.023233,-7.642686,-12.0119,-12.93994,-29.0281,2.309287,2.279856,2.307479,0.059905,-0.017736,0.124014,-32.39557,12.2505,1.035036,9.135454,0.571243,10.01415,39.21594,-0.216226,26.24709,17.41156,-0.000305,34.23006,7.507205,m
203.2852,195.9184,194.2584,190.8838,166.7375,205.815,208.0902,133.0262,176.2599,236.9767,0.821161,0.821161,-3.982583,-7.477622,18.372,-12.68889,0.017664,-5.212516,-0.753361,-11.57687,-32.11837,2.328435,2.302451,2.31962,0.065501,-0.026087,0.127014,-23.73742,14.34789,0.286034,7.99196,0.670724,13.43827,45.82337,-1.219868,5.601529,-1.547582,-0.000003,13.14322,7.155417,f
